wall_model,runs,density_2d_mean,kinetic_viscosity_mean,kinetic_viscosity_std,reynolds_number_mean,reynolds_number_std,knudsen_number_mean,knudsen_number_std,mean_free_path_mean,mean_free_path_std,mean_vx_late_mean_over_seeds,mean_vx_late_std_over_seeds,reynolds_regime_mode,knudsen_regime_mode
diffuse_same_speed,8,0.6666666666666666,0.4655038964189118,0.0470626570886294,0.20158900204827546,0.11863225221730533,0.3309376044548036,0.03283909343752341,0.9928128133644107,0.0985172803125702,0.033127532432964873,0.04584206066488311,creeping,transition
diffuse_thermal,8,0.6666666666666666,0.3935502396588975,0.07733557117008992,0.2295050482857646,0.1837401566867052,0.30635086528061506,0.05537352953696099,0.9190525958418452,0.16612058861088297,0.007810744748638947,0.06396010263957642,creeping,transition
specular,8,0.6666666666666666,0.43590398563925326,0.038171035947924585,0.052114382063985776,0.005107719044682351,0.31023089282275074,0.026607750686243777,0.9306926784682521,0.07982325205873132,0.011273437499998012,1.3679132558036197e-15,creeping,transition
