particle_count,runs,mean_free_path_mean,mean_free_path_std,knudsen_number_mean,knudsen_number_std,energy_drift_mean,energy_drift_std,regime_mode
100,5,2.574237858172746,0.2948972236499882,0.34323171442303274,0.03931962981999842,1.9895196601282803e-16,1.9065862296939053e-16,transition
200,5,1.860405444648046,0.02149449410019855,0.24805405928640614,0.0028659325466931437,1.7053025658242405e-16,1.1889654083092797e-16,transition
400,5,1.0718068128512077,0.02780443992957616,0.14290757504682766,0.0037072586572768295,8.526512829121204e-17,1.2710574864626041e-16,transition
800,5,0.5445837506004587,0.0055801009067814765,0.07261116674672781,0.0007440134542375304,5.684341886080803e-17,7.783605688944792e-17,slip
