particle_count,runs,valid_runs,invalid_runs,valid_fraction,density_2d_mean,mean_free_path_mean,mean_free_path_std,knudsen_number_mean,knudsen_number_std,kinetic_viscosity_mean,kinetic_viscosity_std,reynolds_number_mean,reynolds_number_std,mean_vx_late_mean_over_seeds,mean_vx_late_std_over_seeds
80,3,3,0,1.0,0.6666666666666666,0.9645693723624911,0.08614877612877113,0.3215231241208303,0.028716258709590377,0.45392228187639727,0.04050706965007861,0.14054327836198202,0.1651369946830442,0.02531035740291608,0.04860996090175445
120,3,3,0,1.0,1.0,0.892094990407954,0.09482654119026084,0.29736499680265144,0.031608847063420265,0.6294557816047807,0.06669196582019055,0.09922479726783573,0.07541778519393426,-0.0031861824748682863,0.02894988886476457
160,3,3,0,1.0,1.3333333333333333,0.7564278909982214,0.04590256646575107,0.2521426303327405,0.01530085548858369,0.7114633858575049,0.043573727856889496,0.2895347986614739,0.1906849459735802,-0.041824257814752325,0.05187398535755714
240,3,3,0,1.0,2.0,0.5824712035151258,0.023396978813536806,0.19415706783837527,0.007798992937845593,0.8224194192189215,0.03334256906761906,0.31194697551342815,0.25355783957331746,-0.03320944020474192,0.048617410097726035
